fit_time,score_time,test_roc_auc,test_f1_macro,test_balanced_accuracy,test_precision_macro,test_recall_macro
99.7993049621582,0.08634305000305176,0.8778593835610287,0.79687740587514,0.7970946395049087,0.7983307844033671,0.7970946395049087
100.20566821098328,0.08703064918518066,0.8765666682385276,0.8000728527542724,0.8002731669855299,0.8014413119743016,0.8002731669855299
100.5495171546936,0.07228994369506836,0.874083829592304,0.7943328137944592,0.7944431064913368,0.7950484987958978,0.7944431064913368
100.9949700832367,0.060442209243774414,0.9179426809661106,0.8313085702510511,0.8323384295312262,0.8405158033993845,0.8323384295312262
99.42374682426453,0.10645031929016113,0.9174514744056121,0.8329615888455235,0.8336255310644642,0.8391313552551689,0.8336255310644642
100.3784327507019,0.06684637069702148,0.9206015119057243,0.8360007831114235,0.8368025147530382,0.8436532866846869,0.8368025147530382
99.07613801956177,0.08103084564208984,0.9138297382626894,0.8312586755468168,0.832034863876838,0.8383816279605953,0.832034863876838
100.54260015487671,0.06183791160583496,0.9228474486450557,0.8430583044476526,0.8436916165916664,0.8494598798464545,0.8436916165916664
25.342981100082397,0.0431208610534668,0.9072722774209728,0.8261912139171192,0.8267090620031796,0.8306496286735792,0.8267090620031796
25.1875581741333,0.03258872032165527,0.9123473047535519,0.8353554817617602,0.8359830418653948,0.8411848919714358,0.8359830418653948
