fit_time,score_time,test_roc_auc,test_f1_macro,test_balanced_accuracy,test_precision_macro,test_recall_macro
1.6828060150146484,0.010300159454345703,0.9310204081632653,0.8682027649769586,0.8693877551020408,0.8758305647840532,0.8693877551020408
1.4697792530059814,0.01209712028503418,0.9212244897959183,0.8585714285714285,0.8585714285714285,0.8585714285714285,0.8585714285714285
1.4672400951385498,0.012033939361572266,0.9191836734693879,0.8379705400981997,0.8379591836734694,0.8407407407407408,0.8379591836734694
1.4247300624847412,0.010493040084838867,0.9167346938775509,0.8578753076292042,0.8579591836734695,0.864202657807309,0.8579591836734695
1.473701000213623,0.01157999038696289,0.9057142857142856,0.8584558823529411,0.8583673469387756,0.8592471358428806,0.8583673469387756
1.442255973815918,0.012372016906738281,0.9030612244897959,0.838235294117647,0.8387755102040817,0.8404429860541427,0.8387755102040817
1.5942938327789307,0.009427070617675781,0.9412244897959183,0.8887072049054676,0.8885714285714286,0.8904840032813781,0.8885714285714286
1.4734630584716797,0.01122593879699707,0.9546938775510204,0.9288281811646297,0.9285714285714286,0.9385964912280702,0.9285714285714286
0.48942112922668457,0.00692296028137207,0.9770928779675135,0.9180602006688963,0.9183673469387754,0.9247357293868921,0.9183673469387754
0.45253801345825195,0.006161928176879883,0.9131611828404831,0.8036486343983972,0.8061224489795918,0.8223684210526316,0.8061224489795918
